id,key,name,canonical_domain,category,ai_tier,confidence,reason,error,elapsed_s
34342,skytrade,SkyTrade,sky.trade,PRODUCT,0,0.95,"SkyTrade is a software platform for cities to manage drone airspace, with no mention of AI capabilities.",,41.28
34343,sns,SNS,sns.id,PRODUCT,0,0.95,Solana Name Service is a blockchain product with no indication of AI capabilities or services.,,29.93
34344,sanctum,Sanctum,socean.fi,PRODUCT,0,1.0,"Company is a Solana liquid staking protocol and infrastructure provider, no AI focus.",,27.92
34345,solana-id,Solana ID,solana.id,PRODUCT,0,0.95,"Product company offering a decentralized identity platform on Solana, not an AI service.",,37.01
34346,solana-labs,Solana Labs,solanalabs.com,PRODUCT,0,0.9,Company develops blockchain products (like Solana Seeker) and accelerates the Solana ecosystem. No AI consultancy or staffing. Fits PRODUCT category.,,61.42
34347,solayer-labs,Solayer Labs,solayer.org,PRODUCT,0,0.9,"Solayer Labs builds hardware-accelerated SVM blockchain infrastructure and DeFi products (staking, stablecoin, payments). No AI/ML services or capabilities mentioned; core focus is on blockchain performance via hardware, not AI. No open roles or remote policy information provided.",,39.25
34348,save-formerly-solend,Save (formerly Solend),save.finance,PRODUCT,0,0.95,"Save is a DeFi lending protocol on Solana, a product with no AI/ML services.",,15.4
34350,soon,SOON,soo.network,PRODUCT,0,0.9,"Company appears to be a blockchain infrastructure product based on Solana Virtual Machine, with no AI or consulting services mentioned.",,35.14
34351,sphere,Sphere,spherepay.co,PRODUCT,0,0.9,Sphere is a stablecoin payments platform offering APIs and dashboards as a product. No AI or ML mentioned.,,40.78
34353,star,Star,star.fun,PRODUCT,0,0.9,"Company appears to be a fundraising platform for startups, likely a SaaS product; no AI services or AI mention, no consultancy or staffing.",,30.14
34354,star-atlas,Star Atlas,staratlas.com,PRODUCT,0,0.8,"Company is a video game developer/publisher, product-focused. No AI/ML services offered. AI not prominently featured in product. Remote policy unknown due to missing careers page content.",,52.85
34355,step-finance,Step Finance,step.finance,PRODUCT,1,0.7,"Step Finance is a data analytics platform for Solana, a SaaS product using AI for insights.",,55.11
34356,streamflow,StreamFlow,streamflow.finance,PRODUCT,0,0.95,"StreamFlow offers a token distribution platform (SaaS) on Solana, with no AI/ML features evident from the homepage.",,27.68
34358,synesis-one,Synesis One,synesis.one,UNKNOWN,0,0.5,heuristic fallback,,48.12
34359,temporal,Temporal,temporal.xyz,CONSULTANCY,0,0.6,"The company describes itself as a crypto-native research & development firm working with teams on technical problems, indicating consultancy services in crypto/blockchain. No mention of AI, no clear product offering, and no specific remote policy or open roles confirmed.",,68.13
34362,vybe-network,Vybe Network,vybenetwork.com,PRODUCT,0,1.0,"Vybe Network is a Solana wallet tracker and portfolio analytics app, offering SaaS product with no AI/ML features mentioned.",,25.67
34368,written,Written,written.app,PRODUCT,1,0.6,"Domain 'written.app' suggests a writing-related SaaS application, likely a product company. No additional info available.",,23.55
35373,wedo,WeDo,wedotech.uk,STAFFING,0,0.95,"WeDo Tech is a technology recruitment agency specializing in placing candidates in roles like Dynamics 365, software development, etc. No AI/ML services or products.",,42.18
35941,elsewhen,Elsewhen,elsewhen.com,CONSULTANCY,2,0.95,"Elsewhen explicitly positions itself as an AI consultancy, offering custom AI/ML development and strategy services. AI is core to its value proposition. Homepage invites talent to join, implying open roles, but careers page details are missing, so remote policy remains unknown.",,40.8
36168,ibsc,IBSC,ibs-c.co.uk,STAFFING,0,0.9,"IBSC is an IT recruitment agency (staffing) with no evident AI services or products. No AI tier. Their website shows placeholder content and no actual job listings, indicating no current open roles. Remote work policy for the company is not specified.",,47.63
36589,tact,Tact,tact-it.co.uk,STAFFING,0,0.9,"Home page explicitly states 'building teams', indicating a staffing/recruitment focus.",,18.93
38629,magic-eden,Magic Eden,magiceden.io,PRODUCT,1,0.9,"Magic Eden is an NFT marketplace platform, making it a product company. AI is not highlighted as core but likely used for features like recommendations.",,27.57
38630,pye,Pye,pye.fi,PRODUCT,0,0.9,"Pye is a DeFi protocol on Solana, not a service company; no AI capabilities evident from the website.",,38.12
38632,runtime-v-rification,Runtime Vеrification,runtimeverification.com,CONSULTANCY,0,0.8,"The company offers high-assurance cybersecurity consulting services, including formal verification and audits, not AI/ML services. They mention AI only as a source of software bugs, not as their service. They have tools but primary business is consulting. Remote policy is remote-friendly (hybrid). Careers page requests resumes but lists no specific open roles.",,54.64
38642,chainstack,Chainstack,chainstack.com,PRODUCT,1,0.85,"Chainstack offers blockchain RPC infrastructure as a service with pricing plans, indicating a PRODUCT company. AI is mentioned as a capability (AI Ready, MCP server) but not core to the product, so ai_tier 1. No remote work or open roles info on main page.",,52.8
38643,ankr,Ankr,ankr.com,PRODUCT,0,0.9,"Ankr is a Web3 infrastructure platform providing decentralized cloud services, not an AI/ML consultancy; AI is not mentioned as a core capability.",,64.89
38644,openzeppelin,OpenZeppelin,openzeppelin.com,CONSULTANCY,1,0.85,"OpenZeppelin primarily offers paid security audit services and consulting alongside open-source smart contract tools, with AI features as an added capability rather than the core product.",,48.47
38645,cure53,Cure53,cure53.de,UNKNOWN,0,0.95,Cure53 is a cybersecurity consultancy specializing in penetration tests and security audits. It does not offer AI/ML services and therefore does not match the CONSULTANCY category for AI/ML consultancy.,,29.11
38646,least-authority,Least Authority,leastauthority.com,CONSULTANCY,0,0.7,"Least Authority is a security consulting firm, not an AI company. They offer paid security audits and consulting services, fitting the CONSULTANCY category. No indication of AI capabilities.",,40.1
38647,chainsafe,ChainSafe,chainsafe.io,CONSULTANCY,1,0.9,"ChainSafe provides paid blockchain protocol development, infrastructure, and co-development services, making them a technical consultancy. They offer an AI-powered development assistant (DAML Autopilot) but AI is not central to their core services, so ai_tier=1. The company is remote-first with flexible location choices. The careers page explicitly states no open positions.",,63.37
38648,labrys,Labrys,labrys.io,UNKNOWN,0,0.9,"Labrys is a blockchain and Web3 development company offering consulting and development services, but not focused on AI/ML services. No AI-related services mentioned, and AI only appears as an industry they serve with blockchain solutions. No evidence of open roles on home page; careers page content not provided.",,52.37
38649,hashcash-consultants,HashCash Consultants,hashcashconsultants.com,CONSULTANCY,1,0.85,"Company offers AI development services as part of its consulting and advisory, alongside blockchain products. AI is not core but a capability. No explicit remote policy or open roles listed.",,71.54
38656,the-reliable-jobs,The Reliable Jobs,thereliablejobs.com,STAFFING,0,0.95,"The Reliable Jobs is a Web3 recruitment agency that provides staffing services by sourcing candidates from their network and charging upon successful placement. No AI capabilities are mentioned, making their core business non-AI. Hence, category STAFFING with ai_tier 0.",,40.33
38659,enzo-tech-group,Enzo Tech Group,enzotechgroup.com,STAFFING,0,0.95,"Company is a recruitment agency specializing in IT and professional placements, no indication of AI services.",,32.3
38679,trinnovo,Trinnovo,trinnovo.com,STAFFING,1,0.7,"Trinnovo Group is primarily a recruitment and staffing firm with a consulting arm that mentions AI strategy. The core offering is body-shop staffing services augmented by consulting, making STAFFING the most fitting category. AI is a service capability rather than the core product.",,55.35
38684,idpp,idpp,idpp.com,STAFFING,0,0.95,"Company provides IT/Telco staffing and resource solutions, including freelance contractors, permanent recruitment, and managed services. No mention of AI or ML capabilities.",,32.93
38686,stealth-it-consulting,Stealth iT Consulting,stealth-it.com,STAFFING,0,0.9,"Company primarily offers recruitment and talent solutions (staff augmentation and contingent recruitment). AI is only a specialization area for placing candidates, not a core product or AI consultancy service.",,68.83
38687,techshack,TechShack,tech-shack.co,STAFFING,0,0.95,"TechShack is a technology recruitment agency placing candidates in permanent and contract roles, fitting the STAFFING category. They do not offer AI/ML consulting services.",,34.0
38688,digital-skills-ltd,Digital Skills ltd,digitalskills.com,STAFFING,0,0.9,Company focuses on providing skilled people and building feature teams (body-shop) rather than pure consultancy or product. No explicit AI services mentioned.,,50.92
38912,evantis-technology,Evantis Technology,evantistechnology.com,STAFFING,1,0.9,"Company primarily offers staff augmentation and project delivery with consultants, including AI consultants. Testimonials confirm they are a staffing partner.",,39.65
38914,walma,walma,walma.ai,CONSULTANCY,2,0.95,"The company explicitly calls itself an AI consultancy (AI-konsultbyrå) and a consultancy company within AI and automation. It offers paid AI/ML implementation services, building AI solutions for clients from idea to production. AI is core to its service. No information on remote policy or open roles found.",,69.19
38916,sonio,Sonio,sonio.ai,PRODUCT,2,0.95,"Sonio offers a cloud-based ultrasound reporting software with FDA-cleared AI modules integrated into the core workflow, making it a SaaS product where AI is central.",,22.44
38918,phrase,Phrase,phrase.com,PRODUCT,2,0.95,"Phrase offers an AI-powered localization and translation platform (SaaS), making it a PRODUCT. AI is core to its platform with features like AI translation, quality scoring, and automated workflows. No explicit remote work policy is mentioned on the provided pages, but careers indicate open positions.",,33.61
38919,peec,Peec,peec.ai,PRODUCT,2,0.95,"Peec offers a SaaS product for AI search analytics, making the category PRODUCT. AI is the core of their analytics product, so ai_tier 2. The industry is marketing analytics. The careers page indicates most team members are in-office with relocation support, implying onsite. Multiple job openings are listed, so has_open_roles true.",,41.48
38920,world-wide-technology,World Wide Technology,wwt.com,CONSULTANCY,1,0.8,"WWT offers AI and data services as part of its broad technology consulting and implementation portfolio, with a dedicated AI Proving Ground, but AI is not the sole focus. The company has active job openings across regions.",,42.99
38921,vinny,Vinny,askvinny.com,PRODUCT,2,0.95,"Vinny is an AI-powered property management SaaS platform, with AI as the core product, hiring remote roles.",,23.51
38924,acousticai-com,ai|coustics,acousticai.com,UNKNOWN,0,0.5,heuristic fallback,,41.89
38926,aindo-com,Aindo,aindo.com,PRODUCT,2,0.95,"Aindo offers a synthetic data platform (SaaS) where AI is core to the product (generative models). They are not a consultancy, staffing, or agency. Careers page indicates hybrid remote work and lists open positions.",,35.64
38932,axyon-ai,Axyon AI,axyon.ai,PRODUCT,2,0.95,Company provides AI-powered investment signals and strategies as a core product; AI is central; industry is finance; hybrid work policy; open roles listed.,,26.69
38934,bigml-com,BigML,bigml.com,PRODUCT,2,0.95,"BigML offers a machine learning platform as a service, making it a PRODUCT company with AI core to its offering.",,33.89
38939,craft-ai,Craft AI,craft.ai,PRODUCT,2,0.9,"Company offers AI platform and applications (AI Assistant, AI Studio) as products, emphasizing product features and consumption-based pricing. No evidence of primary focus on custom services or staffing.",,53.72
38943,deepcode-ai,DeepCode (Snyk),deepcode.ai,PRODUCT,2,0.8,"DeepCode is an AI-powered code review platform acquired by Snyk, a developer security company. AI is core to the product.",,33.69
38950,heuritech-com,Heuritech,heuritech.com,PRODUCT,2,0.9,"Heuritech offers an AI-powered fashion trend forecasting SaaS platform, where AI is core to the product. The website clearly states 'We're hiring' and promotes open roles, indicating active recruitment. Remote work policy is not specified.",,34.83
38951,infermedica-com,Infermedica,infermedica.com,PRODUCT,2,0.98,"Infermedica sells AI-powered triage and patient intake solutions as a SaaS product, not services. AI is core to the product. They are remote-first with open roles.",,28.14
38957,modulos-ai,Modulos,modulos.ai,PRODUCT,2,0.8,"Modulos offers an AI governance platform as a SaaS product, with AI core to risk detection and compliance features. Publicly available information suggests they are a product company focused on responsible AI.",,37.64
38959,nordeus-com,Nordeus,nordeus.com,PRODUCT,1,0.95,"Nordeus is a mobile games company (product). They use AI/ML as a capability (data science roles) but it's not core to the product. They promote 'Living in Belgrade' and office culture, suggesting hybrid/onsite. They have 6 open positions.",,31.7
38976,alexanderthamm-com,Alexanderthamm,alexanderthamm.com,CONSULTANCY,2,0.9,"Alexander Thamm is a recognized data science and AI consultancy, delivering AI/ML services as its core offering.",,50.0
38979,inform-software-com,Inform Software,inform-software.com,PRODUCT,2,0.95,"INFORM develops and sells AI-powered process optimization software products, serving over 1000 customers. AI is core to their offerings (Process AI), and they have open job vacancies.",,38.04
38983,kernix-com,Kernix,kernix.com,UNKNOWN,0,0.5,heuristic fallback,,53.05
38984,mhp-com,Mhp,mhp.com,CONSULTANCY,1,0.85,"MHP is a technology and business consultancy offering AI, cloud, and digital transformation services, classifies as CONSULTANCY. AI is a service capability, not the core product, thus ai_tier=1. Primarily serves automotive and manufacturing industries. Remote work policy not stated on the provided page, inferred as unknown. The career section mentions a Job Locator, indicating active hiring, so has_open_roles=true.",,40.95
38986,ceadar-ie,Ceadar,ceadar.ie,CONSULTANCY,2,0.95,"CeADAR is Ireland's national centre for Applied AI, providing AI/ML consulting services, developing solutions, and supporting businesses with AI adoption. AI is core to its mission. No open roles listed.",,50.43
38993,aisuperior-com,Aisuperior,aisuperior.com,CONSULTANCY,2,0.9,"AI Superior is a German-based AI services company providing AI consulting, development, and training, with AI as the core offering (ai_tier 2). No explicit remote policy stated, and the careers page shows no open positions.",,46.99
38995,netguru-com,Netguru,netguru.com,CONSULTANCY,2,0.85,"Netguru is a software development and AI consultancy offering services like building AI-powered products, GenAI workshops, and AI consulting. AI is core to their service offering. The company appears to be remote-first with open roles on the careers page.",,41.21
38999,capgemini-com,Capgemini,capgemini.com,CONSULTANCY,1,0.9,"Capgemini is a global IT consulting and services firm offering AI/ML services as part of its portfolio. It is not a product company or staffing agency. AI is a capability, not core product. They have a careers page with job search indicating open roles.",,41.2
39002,ekimetrics-com,Ekimetrics,ekimetrics.com,CONSULTANCY,2,0.8,"Ekimetrics is a data science and AI consultancy offering paid ML/AI services to clients, with AI core to its service delivery.",,36.14
39003,sicara-fr,Sicara,sicara.fr,CONSULTANCY,2,0.95,"Theodo offers AI/ML services (AI Modernisation, Data, Artificial Intelligence) as a core consultancy, with AI tier 2. They are an IT consultancy serving multiple industries, no explicit remote policy stated, and they have a careers page indicating open roles.",,36.69
39004,zeta-alpha-com,Zeta Alpha,zeta-alpha.com,PRODUCT,2,0.95,Company is a product company offering an enterprise AI search and RAG platform. AI is core to their product.,,45.91
39005,ortec-com,Ortec,ortec.com,CONSULTANCY,1,0.9,"Ortec provides decision support software and data science expertise, fitting consultancy for AI/ML services. They mention AI and data science explicitly, and have a 'Science & AI' section. Industry is information technology, serving multiple sectors. Many offices suggest hybrid/onsite, but remote policy unknown. Careers page indicates open roles.",,44.56
39006,d-fine-com,D Fine,d-fine.com,CONSULTANCY,1,0.85,"D Fine is a management consultancy offering AI and data analytics services. They have a job portal indicating open roles, but remote work policy is not explicitly stated.",,59.37
39007,futurice-com,Futurice,futurice.com,CONSULTANCY,1,0.9,"Provides AI/ML consulting services as part of digital transformation, with dedicated AI workflows and automation service line. No SaaS product. Careers page indicates open positions.",,39.17
39009,commasoft-de,Commasoft,commasoft.de,CONSULTANCY,2,0.95,"Commasoft is a digital transformation consultancy with AI/ML expertise, offering GenAI consulting and an AI platform (Alan). They describe themselves as consultants ('Beratung', 'Consulting') and have 150 AI experts. They serve multiple industries, classifying them as CONSULTANCY with AI core (tier 2). No remote policy info on provided pages, but they have a job portal indicating open roles.",,59.31
39011,computas-com,Computas,computas.com,CONSULTANCY,2,0.95,"Computas is a Nordic IT services and consultancy firm, explicitly highlighting AI expertise with multiple AI case studies and offering AI workshops. AI is core to their service offerings. The site lists open positions under 'Ledige stillinger', indicating active hiring.",,35.35
39012,zuehlke-com,Zuehlke,zuehlke.com,CONSULTANCY,1,0.95,"Zuehlke is a global transformation and innovation partner offering paid AI/ML services such as AI solutions and data expertise, fitting CONSULTANCY. It is not a staffing, agency, or product firm. AI is a capability (tier 1), not the core product. The company operates in IT services and consulting across multiple sectors. Open roles are advertised on the careers page. Remote policy is not explicitly stated, defaulting to unknown.",,64.39
39114,jd-ross-energy,JD Ross Energy,linkedin.com,CONSULTANCY,1,0.5,heuristic fallback,,30.27
39119,deloitte,Deloitte,linkedin.com,CONSULTANCY,1,0.95,"Deloitte is a global professional services firm with AI consulting services; AI is a capability, not core product; careers page indicates hybrid work with open roles.",,26.56
39123,opus-technologies,Opus Technologies,linkedin.com,CONSULTANCY,1,0.5,heuristic fallback,,36.64
39214,steven-bartlett-private-office,Steven Bartlett Private Office,linkedin.com,UNKNOWN,0,0.7,"Steven Bartlett Private Office manages investments and media ventures, not a B2B AI consultancy or product company.",,53.64
39217,flightstory,FLIGHTSTORY,linkedin.com,UNKNOWN,0,0.5,heuristic fallback,,58.16
39220,recruitment-entrepreneur,Recruitment Entrepreneur,linkedin.com,CONSULTANCY,1,0.5,heuristic fallback,,37.32
39242,latam-jobs,LATAM Jobs,linkedin.com,STAFFING,0,0.7,Company name suggests a job board or recruiting service; no evidence of AI offerings; LinkedIn pages lacked company-specific content.,,30.72
39276,simera,Simera,linkedin.com,STAFFING,0,1.0,Company is explicitly a staffing company connecting remote professionals from LatAm; no AI capabilities mentioned; remote-first; has open roles.,,47.51
39278,vacantes-remotas-trabajo-remoto,Vacantes Remotas: Trabajo remoto,linkedin.com,CONSULTANCY,1,0.5,heuristic fallback,,41.37
39280,remotojob,RemotoJob,remotojob.com,PRODUCT,0,0.8,"Job board platform offering subscription plans, fitting SaaS product model, with no AI integration.",,53.67
39281,trabajo-en-remoto,Trabajo en Remoto,linkedin.com,UNKNOWN,0,0.5,"Name translates to 'remote work', likely a job board or platform; no evidence of AI services or product.",,44.01
39283,workana,Workana,linkedin.com,CONSULTANCY,1,0.5,heuristic fallback,,37.86
39285,jobatus,Jobatus,jobatus.es,PRODUCT,0,0.95,"Jobatus is a job search aggregator website (SaaS product), not an AI consultancy, staffing, or agency. No AI mentioned on homepage; likely no AI core. Careers page is just a WordPress login, indicating no public open roles.",,59.08
39286,trabajo-remoto-empleo-100-remoto,Trabajo remoto: Empleo 100% remoto,linkedin.com,PRODUCT,1,0.5,"Pages are from linkedin.com, which is LinkedIn, a software product company. Unable to confirm remote policy.",,43.7
39287,soyfreelancer,SoyFreelancer,soyfreelancer.com,PRODUCT,0,0.95,"SoyFreelancer.com is a freelance marketplace platform where users post projects and hire freelancers. It is a product (SaaS platform) with no indication of AI/ML services or capabilities. The careers page returns a 404 error, so no open roles are visible, and the company's remote work policy is not explicitly stated.",,38.84
39288,trabajo-online,Trabajo online,linkedin.com,PRODUCT,2,0.9,LinkedIn is a SaaS platform with AI core to its recommendation and job matching algorithms.,,70.11
39290,working-nomads,Working Nomads,linkedin.com,PRODUCT,1,0.7,"Working Nomads is a remote job board platform (SaaS product) that curates remote job listings. It is not a consultancy, staffing, or agency. AI is likely used as a capability for job matching, but not core to the product. The company likely operates fully remote. No open roles information available from the provided LinkedIn generic pages.",,49.96
39292,vacantes-digitales,Vacantes Digitales,linkedin.com,CONSULTANCY,1,0.5,heuristic fallback,,55.84
39294,workremoto-trabajo-remoto-con-o-sin-experiencia,Workremoto - Trabajo Remoto con o sin experiencia,linkedin.com,PRODUCT,0,0.7,"Based on company name, appears to be a remote work job board platform, likely a product (SaaS) company. No evidence of AI services.",,45.63
39295,mercado-libre,Mercado Libre,linkedin.com,PRODUCT,2,0.4,"Mercado Libre is known as an e-commerce platform company with AI integration. The provided LinkedIn pages do not contain specific information about the company, so classification is based on external knowledge.",,43.78
39296,get-on-board,Get on Board,linkedin.com,CONSULTANCY,1,0.5,heuristic fallback,,30.79
39329,a-players,A-Players,linkedin.com,CONSULTANCY,1,0.5,heuristic fallback,,55.7
39345,saragossa,Saragossa,linkedin.com,CONSULTANCY,1,0.5,heuristic fallback,,28.58
39347,monzo-bank,Monzo Bank,linkedin.com,UNKNOWN,0,0.5,heuristic fallback,,56.2
39352,revolut,Revolut,linkedin.com,PRODUCT,1,0.95,"Revolut is a fintech product company offering banking and financial services. AI is used for fraud detection and personalization, making it a capability rather than the core product.",,38.52
39393,umatr,UMATR,linkedin.com,UNKNOWN,0,0.5,heuristic fallback,,51.74
40768,ingestible-research-allenai,Allen Institute for AI (AI2),allenai.org,UNKNOWN,2,0.9,"AI2 is a non-profit research institute focused on AI, not a consultancy, staffing agency, creative agency, or product company. Their core mission is AI research and development, so ai_tier=2. They have open roles listed on the careers page. No clear remote work policy is stated.",,37.47
40769,ingestible-research-eleuther,EleutherAI,eleuther.ai,PRODUCT,2,0.85,"Research organization building and releasing AI models, core mission is AI.",,61.1
40770,ingestible-research-mila,Mila — Quebec AI Institute,mila.quebec,CONSULTANCY,2,0.95,"Mila is an AI research institute offering paid AI/ML consulting services, with AI at the core of its mission. Careers page exists indicating open roles.",,45.23
40771,ingestible-research-laion,LAION,laion.ai,UNKNOWN,2,0.9,"LAION is a non-profit AI research organization providing open datasets and models, not a B2B company fitting the defined categories.",,31.63
40772,ingestible-research-c4ai,Cohere for AI (C4AI),cohere.com,PRODUCT,2,0.95,Cohere is an AI product company offering LLMs and enterprise AI platforms. AI is core to its products.,,68.65
40773,ingestible-research-bigscience,BigScience Workshop,bigscience.huggingface.co,UNKNOWN,2,0.8,"BigScience Workshop is a research collaboration focused on large language models, not a commercial entity offering B2B AI consulting, staffing, agency, or product services.",,42.42
40774,ingestible-research-baai,BAAI — Beijing Academy of Artificial Intelligence,baai.ac.cn,UNKNOWN,2,0.6,"BAAI is a research academy, not clearly a commercial AI consultancy, staffing, agency, or SaaS product.",,42.74
40775,ingestible-research-nous,Nous Research (Ingestible scope),nousresearch.com,PRODUCT,2,1.0,"Nous Research develops open-source AI models and an API portal, making AI core to its product offerings. The company is fully remote and currently hiring for multiple AI-related roles.",,34.84
40776,ingestible-research-stanford-crfm,Stanford CRFM,crfm.stanford.edu,UNKNOWN,2,0.95,"Stanford CRFM is an academic research center, not a company; it does not fit into any of the defined categories.",,36.2
40777,ingestible-research-cmu-lti,CMU Language Technologies Institute,lti.cs.cmu.edu,UNKNOWN,2,0.95,"CMU Language Technologies Institute is an academic research and education department, not a B2B AI consultancy or commercial entity.",,47.17
40778,ingestible-research-msr,Microsoft Research,microsoft.com,PRODUCT,2,0.9,"Microsoft Research is the research division of Microsoft, a leading technology company developing AI-powered SaaS products and platforms (e.g., Azure AI, Copilot). It is not a consultancy, staffing firm, or agency.",,47.82
40779,ingestible-research-fair,Meta FAIR,ai.meta.com,PRODUCT,2,0.95,"Meta FAIR is the AI research division of Meta, a product company. AI is core to its products like Llama and Meta AI.",,34.42
40780,ingestible-research-ibm,IBM Research AI,research.ibm.com,PRODUCT,2,0.7,"IBM Research AI focuses on developing AI software and open-source tools, fitting a product-oriented entity rather than consultancy, with AI at its core.",,81.63
40781,ingestible-research-hf,Hugging Face Research,huggingface.co,PRODUCT,2,0.95,"Hugging Face is a SaaS platform for machine learning, hosting models and providing enterprise AI solutions. AI is core to its product.",,22.45
40782,ingestible-research-primer,Primer AI (Primer Labs),primer.ai,PRODUCT,2,0.95,"Primer offers AI-powered software products (Primer Enterprise, Command, API) for defense and intelligence agencies; AI is core to all products.",,52.72
